"Id","658342e59700bdb5e7119b4b","658342e59700bdb5e7119b45","658342e59700bdb5e7119b47","658342e59700bdb5e7119b49","658c8e423bcbd8a985918ad0"
"Timestamp","dayt13/Digital Test Bed/(B)Location (1A36F8)/JTS File Source/Battery Voltage","dayt13/Digital Test Bed/(B)Location (1A36F8)/JTS File Source/Crack Displacement","dayt13/Digital Test Bed/(B)Location (1A36F8)/JTS File Source/Crack.X","dayt13/Digital Test Bed/(B)Location (1A36F8)/JTS File Source/Crack.Y","dayt13/Digital Test Bed/(B)Location (1A36F8)/JTS File Source/RSSI"
"Units","","","","",""
2023-12-30 02:05:32,,-10.8,-1.4,-10.8,-72
2023-12-30 02:20:31,3.3,-10.9,-1.4,-10.9,-70
2023-12-30 02:35:31,,-10.9,-1.4,-10.9,-72
2023-12-30 02:50:31,3.3,-10.9,-1.4,-10.9,-69
2023-12-30 03:05:31,,-10.8,-1.4,-10.8,-68
2023-12-30 04:35:30,,-10.8,-1.4,-10.8,-71
2023-12-30 04:50:30,3.3,-10.8,-1.4,-10.8,-69
2023-12-30 05:05:30,,-10.8,-1.4,-10.8,-71
2023-12-30 06:35:29,,-10.9,-1.4,-10.9,-70
2023-12-30 06:50:29,3.3,-10.8,-1.4,-10.8,-59
2023-12-30 07:05:29,,-10.8,-1.4,-10.8,-71
2023-12-30 08:20:28,3.3,-10.8,-1.4,-10.8,-71
2023-12-30 08:35:28,,-10.8,-1.4,-10.8,-71
2023-12-30 09:50:27,3.3,-10.8,-1.4,-10.8,-69
2023-12-30 10:20:27,3.3,-10.8,-1.4,-10.8,-70
2023-12-30 11:20:26,3.3,-10.9,-1.4,-10.9,-51
2023-12-30 11:50:26,3.3,-10.8,-1.4,-10.8,-69
2023-12-30 12:05:26,,-10.8,-1.4,-10.8,-70
2023-12-30 12:20:25,3.3,-10.9,-1.4,-10.9,-69
2023-12-30 13:05:25,,-10.8,-1.4,-10.8,-71
2023-12-30 13:20:25,3.3,-10.8,-1.4,-10.8,-68
2023-12-30 13:50:25,3.3,-10.8,-1.4,-10.8,-71
2023-12-30 14:50:24,3.3,-10.8,-1.4,-10.8,-58
2023-12-30 15:05:24,,-10.9,-1.4,-10.9,-69
2023-12-30 15:35:24,,-10.8,-1.4,-10.8,-71
2023-12-30 15:50:23,3.3,-10.8,-1.4,-10.8,-70
2023-12-30 16:20:23,3.3,-10.9,-1.4,-10.9,-68
2023-12-30 16:50:23,3.3,-10.8,-1.4,-10.8,-70
2023-12-30 17:05:23,,-10.8,-1.4,-10.8,-72
2023-12-30 17:20:23,3.3,-10.9,-1.4,-10.9,-69
2023-12-30 18:05:22,,-10.8,-1.4,-10.8,-77
2023-12-30 18:35:22,,-10.8,-1.4,-10.8,-70
2023-12-30 19:50:21,3.3,-10.9,-1.4,-10.9,-53
2023-12-30 20:20:21,3.3,-10.9,-1.4,-10.9,-53
2023-12-30 20:50:20,3.3,-10.8,-1.4,-10.8,-53
2023-12-30 21:35:20,,-10.9,-1.4,-10.9,-59
2023-12-30 23:20:19,3.3,-10.8,-1.4,-10.8,-70
2023-12-30 23:50:19,3.3,-10.9,-1.4,-10.9,-72
2023-12-31 00:05:18,,-10.8,-1.4,-10.8,-70
2023-12-31 00:20:18,3.3,-10.8,-1.4,-10.8,-69
2023-12-31 01:35:18,,-10.9,-1.4,-10.9,-77
2023-12-31 04:20:16,3.3,-10.8,-1.4,-10.8,-66
2023-12-31 04:35:16,,-10.9,-1.4,-10.9,-64
2023-12-31 06:05:15,,-10.8,-1.4,-10.8,-70
2023-12-31 06:50:15,3.3,-10.8,-1.4,-10.8,-54
2023-12-31 08:05:14,,-10.8,-1.4,-10.8,-70
2023-12-31 08:20:14,3.3,-10.8,-1.4,-10.8,-53
2023-12-31 09:05:13,,-10.8,-1.4,-10.8,-76
2023-12-31 09:35:13,,-10.8,-1.4,-10.8,-71
2023-12-31 09:50:13,3.3,-10.8,-1.4,-10.8,-69
2023-12-31 10:05:13,,-10.8,-1.4,-10.8,-69
2023-12-31 10:20:13,3.3,-10.8,-1.4,-10.8,-72
2023-12-31 11:05:12,,-10.8,-1.4,-10.8,-71
2023-12-31 11:20:12,3.3,-10.8,-1.4,-10.8,-57
2023-12-31 11:35:12,,-10.8,-1.4,-10.8,-59
2023-12-31 11:50:11,3.3,-10.8,-1.4,-10.8,-53
2023-12-31 12:20:11,3.3,-10.8,-1.4,-10.8,-59
2023-12-31 13:05:11,,-10.8,-1.4,-10.8,-53
2023-12-31 13:50:10,3.3,-10.9,-1.4,-10.9,-59
2023-12-31 14:05:10,,-10.9,-1.4,-10.9,-70
2023-12-31 14:20:10,3.3,-10.9,-1.4,-10.9,-72
2023-12-31 14:50:10,3.3,-10.9,-1.4,-10.9,-71
2023-12-31 15:05:10,,-10.8,-1.4,-10.8,-52
2023-12-31 15:20:09,3.3,-10.8,-1.4,-10.8,-53
2023-12-31 15:50:09,3.3,-10.9,-1.4,-10.9,-53
2023-12-31 16:05:09,,-10.8,-1.4,-10.8,-53
2023-12-31 16:50:08,3.3,-10.8,-1.4,-10.8,-52
2023-12-31 18:05:08,,-10.8,-1.4,-10.8,-50
2023-12-31 18:50:07,3.3,-10.8,-1.4,-10.8,-58
2023-12-31 19:20:07,3.3,-10.9,-1.4,-10.9,-71
2023-12-31 19:35:07,,-10.8,-1.4,-10.8,-68
2023-12-31 20:50:06,3.3,-10.8,-1.4,-10.8,-67
2023-12-31 21:05:06,,-10.8,-1.4,-10.8,-52
2023-12-31 22:05:05,,-10.8,-1.4,-10.8,-70
2023-12-31 23:05:05,,-10.9,-1.4,-10.9,-68
2023-12-31 23:35:05,,-10.8,-1.4,-10.8,-68
2024-01-01 01:05:04,,-10.8,-1.4,-10.8,-77
2024-01-01 01:20:04,3.3,-10.9,-1.4,-10.9,-72
2024-01-01 01:50:03,3.3,-10.9,-1.4,-10.9,-68
2024-01-01 02:35:03,,-10.8,-1.4,-10.8,-70
2024-01-01 02:50:03,3.3,-10.9,-1.4,-10.9,-70
2024-01-01 03:05:03,,-10.9,-1.4,-10.9,-77
2024-01-01 03:35:02,,-10.9,-1.4,-10.9,-69
2024-01-01 04:05:02,,-10.8,-1.4,-10.8,-69
2024-01-01 04:20:02,3.3,-10.8,-1.4,-10.8,-50
2024-01-01 04:35:01,,-10.8,-1.4,-10.8,-59
2024-01-01 05:05:01,,-10.9,-1.4,-10.9,-53
2024-01-01 05:50:01,3.3,-10.9,-1.4,-10.9,-59
2024-01-01 06:05:01,,-10.8,-1.4,-10.8,-53
2024-01-01 06:35:00,,-10.9,-1.4,-10.9,-52
2024-01-01 06:50:00,3.3,-10.9,-1.4,-10.9,-52
2024-01-01 07:20:00,3.3,-10.9,-1.4,-10.9,-51
2024-01-01 07:50:00,3.3,-10.9,-1.4,-10.9,-65
2024-01-01 08:04:59,,-10.9,-1.4,-10.9,-65
2024-01-01 09:04:59,,-10.9,-1.4,-10.9,-64
2024-01-01 09:34:59,,-10.8,-1.4,-10.8,-53
2024-01-01 09:49:59,3.3,-10.9,-1.4,-10.9,-70
2024-01-01 10:04:58,,-10.8,-1.4,-10.8,-70
2024-01-01 10:19:58,3.3,-10.9,-1.4,-10.9,-71
2024-01-01 10:49:58,3.3,-10.8,-1.4,-10.8,-68
2024-01-01 11:49:57,3.3,-10.9,-1.4,-10.9,-72
2024-01-01 12:04:57,,-10.9,-1.4,-10.9,-70
2024-01-01 13:04:56,,-10.9,-1.4,-10.9,-53
2024-01-01 13:19:56,3.3,-10.8,-1.4,-10.8,-58
2024-01-01 13:49:59,3.3,-10.8,-1.4,-10.8,-53
2024-01-01 14:34:56,,-10.9,-1.4,-10.9,-58
2024-01-01 15:34:55,,-10.8,-1.4,-10.8,-53
2024-01-01 16:04:55,,-10.8,-1.4,-10.8,-53
2024-01-01 16:34:54,,-10.8,-1.4,-10.8,-50
2024-01-01 18:19:53,3.3,-10.8,-1.4,-10.8,-58
2024-01-01 19:04:53,,-10.8,-1.4,-10.8,-53
2024-01-01 19:34:53,,-10.9,-1.4,-10.9,-50
2024-01-01 20:49:52,3.3,-10.8,-1.4,-10.8,-57
2024-01-01 21:04:52,,-10.8,-1.4,-10.8,-59
2024-01-01 22:04:51,,-10.9,-1.4,-10.9,-70
2024-01-01 22:34:51,,-10.8,-1.4,-10.8,-70
2024-01-01 23:04:51,,-10.8,-1.4,-10.8,-69
2024-01-01 23:34:50,,-10.9,-1.4,-10.9,-63
2024-01-02 00:19:50,3.3,-10.8,-1.4,-10.8,-72
2024-01-02 00:34:50,,-10.8,-1.4,-10.8,-70
2024-01-02 01:04:50,,-10.9,-1.4,-10.9,-68
2024-01-02 01:19:49,3.3,-10.8,-1.4,-10.8,-72
2024-01-02 01:34:49,,-10.9,-1.4,-10.9,-70
2024-01-02 01:49:49,3.3,-10.8,-1.4,-10.8,-72
2024-01-02 02:04:49,,-10.9,-1.4,-10.9,-70
2024-01-02 03:04:49,,-10.9,-1.4,-10.9,-76
2024-01-02 03:34:48,,-10.8,-1.4,-10.8,-49
2024-01-02 04:19:47,3.3,-10.8,-1.4,-10.8,-53
2024-01-02 05:19:47,3.3,-10.9,-1.4,-10.9,-64
2024-01-02 05:34:47,,-10.8,-1.4,-10.8,-60
2024-01-02 06:04:47,,-10.8,-1.4,-10.8,-70
2024-01-02 06:19:46,3.3,-10.9,-1.4,-10.9,-72
2024-01-02 06:49:46,3.3,-10.8,-1.4,-10.8,-72
2024-01-02 07:04:46,,-10.8,-1.4,-10.8,-77
2024-01-02 08:04:45,,-10.8,-1.4,-10.8,-70
2024-01-02 08:19:45,3.3,-10.8,-1.4,-10.8,-51
2024-01-02 08:34:45,,-10.9,-1.4,-10.9,-52
2024-01-02 08:49:45,3.3,-10.8,-1.4,-10.8,-59
2024-01-02 09:34:44,,-10.8,-1.4,-10.8,-52
2024-01-02 10:19:44,3.3,-10.9,-1.4,-10.9,-50
2024-01-02 10:34:44,,-10.8,-1.4,-10.8,-59
2024-01-02 11:04:43,,-10.8,-1.4,-10.8,-51
2024-01-02 11:34:43,,-10.8,-1.4,-10.8,-59
2024-01-02 12:04:43,,-10.8,-1.4,-10.8,-59
2024-01-02 12:34:43,,-10.9,-1.4,-10.9,-44
2024-01-02 13:19:42,3.3,-10.9,-1.4,-10.9,-61
2024-01-02 13:34:42,,-10.9,-1.4,-10.9,-62
2024-01-02 14:04:42,,-10.8,-1.4,-10.8,-46
2024-01-02 14:19:42,3.3,-10.9,-1.4,-10.9,-64
2024-01-02 15:04:41,,-10.9,-1.4,-10.9,-70
2024-01-02 15:34:41,,-10.9,-1.4,-10.9,-68
2024-01-02 15:49:41,3.3,-10.9,-1.4,-10.9,-57
2024-01-02 16:34:40,,-10.8,-1.4,-10.8,-59
2024-01-02 16:49:40,3.3,-10.9,-1.4,-10.9,-58
2024-01-02 17:34:40,,-10.9,-1.4,-10.9,-59
2024-01-02 18:04:39,,-10.8,-1.4,-10.8,-58
2024-01-02 18:34:39,,-10.9,-1.4,-10.9,-56
2024-01-02 18:49:39,3.3,-10.9,-1.4,-10.9,-72
2024-01-02 19:04:39,,-10.8,-1.4,-10.8,-57
2024-01-02 19:19:39,3.3,-10.9,-1.4,-10.9,-55
2024-01-02 19:34:39,,-10.8,-1.4,-10.8,-65
2024-01-02 20:34:38,,-10.8,-1.4,-10.8,-76
2024-01-02 21:04:37,,-10.9,-1.4,-10.9,-71
2024-01-02 21:34:37,,-10.9,-1.4,-10.9,-58
2024-01-02 21:49:37,3.3,-10.9,-1.4,-10.9,-69
2024-01-02 22:04:37,,-10.9,-1.4,-10.9,-57
2024-01-02 22:19:37,3.3,-10.9,-1.4,-10.9,-59
2024-01-02 23:04:36,,-10.8,-1.4,-10.8,-58
2024-01-02 23:19:36,3.3,-10.9,-1.4,-10.9,-60
2024-01-02 23:34:36,,-10.9,-1.4,-10.9,-61
2024-01-02 23:49:36,3.3,-10.8,-1.4,-10.8,-57
2024-01-03 00:04:36,,-10.8,-1.4,-10.8,-59
2024-01-03 00:19:36,3.3,-10.8,-1.4,-10.8,-59
2024-01-03 00:34:35,,-10.8,-1.4,-10.8,-59
2024-01-03 01:19:35,3.3,-10.9,-1.4,-10.9,-59
2024-01-03 01:34:35,,-10.8,-1.4,-10.8,-60
2024-01-03 01:49:35,3.3,-10.8,-1.4,-10.8,-59
2024-01-03 02:04:35,,-10.8,-1.4,-10.8,-58
2024-01-03 02:34:34,,-10.8,-1.4,-10.8,-58
2024-01-03 03:34:34,,-10.8,-1.4,-10.8,-57
2024-01-03 03:49:34,3.3,-10.8,-1.4,-10.8,-60
2024-01-03 04:04:33,,-10.9,-1.4,-10.9,-64
2024-01-03 04:19:33,3.3,-10.9,-1.4,-10.9,-66
2024-01-03 04:34:33,,-10.9,-1.4,-10.9,-59
2024-01-03 05:04:33,,-10.8,-1.4,-10.8,-61
2024-01-03 05:19:33,3.3,-10.8,-1.4,-10.8,-56
2024-01-03 05:49:32,3.3,-10.9,-1.4,-10.9,-60
2024-01-03 06:04:32,,-10.8,-1.4,-10.8,-57
2024-01-03 06:19:32,3.3,-10.9,-1.4,-10.9,-57
2024-01-03 06:49:32,3.3,-10.8,-1.4,-10.8,-59
2024-01-03 07:19:31,3.3,-10.9,-1.4,-10.9,-70
2024-01-03 07:49:31,3.3,-10.8,-1.4,-10.8,-52
2024-01-03 08:19:31,3.3,-10.8,-1.4,-10.8,-60
2024-01-03 08:49:31,3.3,-10.8,-1.4,-10.8,-56
2024-01-03 09:19:30,3.3,-10.8,-1.4,-10.8,-51
2024-01-03 10:04:30,,-10.9,-1.4,-10.9,-58
2024-01-03 18:37:54,3.3,-21,-3.7,-21,-138
2024-01-03 18:52:54,,-20.5,-4.5,-20.5,-134
2024-01-03 20:22:53,,-20.8,-3.7,-20.8,-137
2024-01-03 21:07:53,3.3,-20.9,-2.8,-20.9,-138
2024-01-03 21:22:53,,-20.6,-4.4,-20.6,-136
2024-01-03 21:37:53,3.3,-20.6,-4.9,-20.6,-133
2024-01-03 22:37:52,3.3,-20.9,-3.3,-20.9,-134
2024-01-03 23:07:52,3.3,-20.3,-5.4,-20.3,-134
2024-01-03 23:52:51,,-20.5,-5,-20.5,-131
2024-01-04 00:07:51,3.3,-20.7,-3.7,-20.7,-135
2024-01-04 00:22:51,,-20.8,-4.3,-20.8,-131
2024-01-04 00:52:51,,-21,-4,-21,-130
2024-01-04 01:22:50,,-20.8,-4.4,-20.8,-132
2024-01-04 01:37:50,3.3,-20.8,-4.1,-20.8,-134
2024-01-04 01:52:50,,-20.9,-4,-20.9,-129
2024-01-04 02:07:50,3.3,-20.7,-3.8,-20.7,-132
2024-01-04 02:22:50,,-20.7,-4.4,-20.7,-132
2024-01-04 03:07:49,3.3,-20.5,-4.7,-20.5,-133
2024-01-04 03:37:49,3.3,-20.8,-3.3,-20.8,-129
2024-01-04 04:22:49,,-20.6,-4.7,-20.6,-135
2024-01-04 04:52:48,,-20.5,-4.4,-20.5,-135
2024-01-04 05:07:48,3.3,-20.8,-3.7,-20.8,-134
2024-01-04 05:22:48,,-20.4,-4.9,-20.4,-132
2024-01-04 05:37:48,3.3,-21.1,-2.6,-21.1,-132
2024-01-04 06:37:47,3.3,-20.8,-3.7,-20.8,-130
2024-01-04 07:22:47,,-20.6,-3.7,-20.6,-132
2024-01-04 07:37:47,3.3,-20.9,-3.9,-20.9,-130
2024-01-04 08:22:46,,-20.5,-4.2,-20.5,-135
2024-01-04 09:52:46,,-22.2,-1.1,-22.2,-86
2024-01-04 10:07:46,3.3,-22.7,-1.2,-22.7,-101
2024-01-04 10:22:45,,-22.4,-1.2,-22.4,-92
2024-01-04 10:37:45,3.3,0,0,0,-103
2024-01-04 10:52:45,,0.1,0,0.1,-101
2024-01-04 11:07:45,3.3,0.1,0,0.1,-100
2024-01-04 11:22:45,,0.1,0,0.1,-101
2024-01-04 11:37:44,3.3,0.1,0,0.1,-100
2024-01-04 11:52:44,,0,0,0,-101
2024-01-04 12:07:44,3.3,0,0,0,-103
2024-01-04 12:22:44,,0,0,0,-102
2024-01-04 12:37:44,3.3,0,0,0,-105
2024-01-04 12:52:44,,0,0,0,-103
2024-01-04 13:22:43,,0,0,0,-109
2024-01-04 13:37:43,3.3,0,0,0,-103
2024-01-04 13:52:43,,0,0,0,-107
2024-01-04 14:10:16,3.3,0,0,0,-108
2024-01-04 14:22:43,,0,0,0,-102
2024-01-04 14:37:42,3.3,0,0,0,-103
2024-01-04 15:07:42,3.3,0,0,0,-103
2024-01-04 15:22:42,,0,0,0,-103
2024-01-04 16:07:42,3.3,0,0,0,-102
2024-01-04 16:22:42,,0,0,0,-100
2024-01-04 16:37:41,3.3,0,0,0,-110
2024-01-04 16:52:41,,0,0,0,-105
2024-01-04 17:22:41,,0,0,0,-101
2024-01-04 17:37:41,3.3,0,0,0,-103
2024-01-04 17:52:41,,0,0,0,-107
2024-01-04 18:37:40,3.3,0.1,0,0.1,-101
2024-01-04 19:22:40,,0.1,0,0.1,-103
2024-01-04 20:07:40,3.3,0.1,0,0.1,-100
2024-01-04 20:37:39,3.3,0.1,0,0.1,-104
2024-01-04 20:52:39,,0.1,0,0.1,-102
2024-01-04 21:37:39,3.3,0.1,0,0.1,-104
2024-01-04 22:07:38,3.3,0.1,0,0.1,-104
2024-01-04 23:22:38,,0.1,0,0.1,-109
2024-01-05 00:07:37,3.3,0.1,0,0.1,-107
2024-01-05 03:22:36,,0.2,0,0.2,-101
2024-01-05 03:52:35,,0.2,0,0.2,-102
2024-01-05 04:37:35,3.3,0.2,0,0.2,-101
2024-01-05 05:52:35,,0.2,0,0.2,-103
2024-01-05 08:22:33,,0.1,0,0.1,-104
2024-01-05 11:22:32,,0.1,0,0.1,-108
2024-01-05 11:37:32,3.3,0.1,0,0.1,-108
2024-01-05 14:52:30,,0.1,0,0.1,-109
2024-01-05 15:07:30,3.3,0,0,0,-109
2024-01-05 15:22:29,,0.1,0,0.1,-108
2024-01-05 15:37:29,3.3,0,0,0,-104
2024-01-05 16:07:29,3.3,0,0,0,-106
2024-01-05 16:22:29,,0,0,0,-109
2024-01-05 16:37:29,3.3,0,0,0,-107
2024-01-05 16:52:29,,0,0,0,-108
2024-01-05 17:22:28,,0.1,0,0.1,-112
2024-01-05 17:37:28,3.3,0,0,0,-104
2024-01-05 18:07:28,3.3,0.1,0,0.1,-106
2024-01-05 18:22:28,,0.1,0,0.1,-107
2024-01-05 18:37:28,3.3,0.1,0,0.1,-107
2024-01-05 19:07:27,3.3,0.1,0,0.1,-109
2024-01-05 20:07:27,3.3,0.1,0,0.1,-109
2024-01-05 20:22:27,,0.1,0,0.1,-111
2024-01-05 20:37:27,3.3,0.1,0,0.1,-108
2024-01-05 20:52:27,,0.1,0,0.1,-110
2024-01-05 21:07:26,3.3,0.1,0,0.1,-107
2024-01-05 21:37:26,3.3,0.1,0,0.1,-110
2024-01-05 21:52:26,,0.1,0,0.1,-107
2024-01-05 22:07:26,3.3,0.1,0,0.1,-104
2024-01-05 22:22:26,,0.1,0,0.1,-104
2024-01-05 22:52:25,,0.1,0,0.1,-106
2024-01-05 23:07:25,3.3,0.1,0,0.1,-103
2024-01-05 23:22:25,,0.1,0,0.1,-102
2024-01-06 00:07:25,3.3,0.1,0,0.1,-103
2024-01-06 01:07:24,3.3,0.1,0,0.1,-106
2024-01-06 01:22:24,,0.1,0,0.1,-103
2024-01-06 02:22:24,,0.1,0,0.1,-108
2024-01-06 03:52:23,,0.1,0,0.1,-101
2024-01-06 04:07:23,3.3,0.1,0,0.1,-102
2024-01-06 06:07:22,3.3,0.1,0,0.1,-105
2024-01-06 06:37:21,3.3,0.1,0,0.1,-102
2024-01-06 08:22:21,,0.1,0,0.1,-103
2024-01-06 08:52:20,,0.1,0,0.1,-104
2024-01-06 09:22:20,,0.1,0,0.1,-103
2024-01-06 11:22:19,,0,0,0,-111
2024-01-06 11:52:19,,0,0,0,-108
2024-01-06 12:07:19,3.3,0,0,0,-108
2024-01-06 13:22:18,,0,0,0,-109
2024-01-06 13:52:18,,0,0,0,-116
2024-01-06 15:07:17,3.3,0.1,0,0.1,-106
2024-01-06 15:22:17,,0.1,0,0.1,-108
2024-01-06 15:37:17,3.3,0.1,0,0.1,-107
2024-01-06 17:22:16,,0.1,0,0.1,-102
2024-01-06 17:52:15,,0,0,0,-107
2024-01-06 18:37:15,3.3,0,0,0,-104
2024-01-06 18:52:15,,0,0,0,-105
2024-01-06 19:07:15,3.3,0,0,0,-108
2024-01-06 20:07:14,3.3,0,0,0,-103
2024-01-06 20:22:14,,0,0,0,-102
2024-01-06 22:07:13,3.3,-0.1,0,-0.1,-103
2024-01-06 22:52:13,,-0.1,-0.1,-0.1,-106
2024-01-06 23:37:12,3.3,-0.1,-0.1,-0.1,-107
2024-01-07 00:07:12,3.3,0,-0.1,0,-103
2024-01-07 00:37:12,3.3,0,0,0,-103
2024-01-07 01:07:11,3.3,0,0,0,-104
2024-01-07 01:22:11,,0,0,0,-115
2024-01-07 01:52:11,,0,0,0,-106
2024-01-07 02:07:11,3.3,0,0,0,-104
2024-01-07 02:37:11,3.3,0,0,0,-111
2024-01-07 03:22:10,,0,0,0,-111
2024-01-07 03:52:10,,0,0,0,-111
2024-01-07 04:52:09,,0,0,0,-112
2024-01-07 05:07:09,3.3,0,0,0,-110
2024-01-07 05:22:09,,0,0,0,-108
2024-01-07 05:52:09,,0,0,0,-106
2024-01-07 06:22:08,,0,0,0,-109
2024-01-07 06:37:08,3.3,0,0,0,-106
2024-01-07 06:52:08,,0,0,0,-112
2024-01-07 07:07:08,3.3,0,0,0,-110
2024-01-07 07:22:08,,0,0,0,-112
2024-01-07 07:37:08,3.3,0,0,0,-108
2024-01-07 08:07:08,3.3,0,0,0,-106
2024-01-07 08:22:07,,0,0,0,-104
2024-01-07 08:52:07,,0,0,0,-104
2024-01-07 09:07:07,3.3,0,0,0,-107
2024-01-07 09:22:07,,0,0,0,-111
2024-01-07 09:37:07,3.3,0,0,0,-107
2024-01-07 10:07:06,3.3,0,0,0,-101
2024-01-07 12:52:05,,0,0,0,-104
2024-01-07 19:07:02,3.3,0,0,0,-102
2024-01-07 19:22:01,,0,0,0,-103
2024-01-07 20:07:01,3.3,0,0,0,-104
2024-01-07 20:22:01,,0,0,0,-102
2024-01-07 22:22:00,,0,0,0,-101
2024-01-08 00:51:59,,0,0,0,-102
2024-01-08 01:51:58,,0,0,0,-102
2024-01-08 02:36:57,3.3,0,0,0,-104
2024-01-08 04:06:57,3.3,0,0.1,0,-103
2024-01-08 04:51:56,,0,0,0,-102
2024-01-08 05:51:56,,0,0,0,-104
2024-01-08 07:36:55,3.3,0,0,0,-100
2024-01-08 10:06:53,3.3,0,0,0,-107
2024-01-08 11:21:53,,0,0,0,-102
2024-01-08 17:06:49,3.3,-0.1,0,-0.1,-101
2024-01-08 18:06:49,3.3,-0.1,-0.1,-0.1,-107
2024-01-08 18:36:49,3.3,-0.1,0,-0.1,-103
2024-01-08 19:36:48,3.3,0,-0.1,0,-101
2024-01-08 19:51:48,,0,0,0,-102
2024-01-08 20:06:48,3.3,0,0,0,-104
2024-01-08 22:51:46,,0,0,0,-108
2024-01-09 01:21:45,,0.1,0,0.1,-99
2024-01-09 02:36:44,3.3,0,0,0,-101
2024-01-09 03:21:44,,0.1,0,0.1,-101
2024-01-09 07:21:42,,0,0,0,-103
2024-01-09 12:36:39,3.3,0,0.1,0,-110
2024-01-09 13:21:38,,-0.1,0,-0.1,-110
2024-01-09 14:06:38,3.3,-0.1,0,-0.1,-113
2024-01-09 14:21:38,,0,0,0,-110
2024-01-09 14:36:38,3.3,0,-0.1,0,-114
2024-01-09 16:21:37,,-0.1,0.1,-0.1,-117
2024-01-09 16:36:37,3.3,-0.1,0,-0.1,-116
2024-01-09 22:21:33,,-0.1,0,-0.1,-115
2024-01-10 01:06:32,3.3,-0.2,0.1,-0.2,-113
2024-01-10 12:06:25,3.3,-0.1,0.1,-0.1,-102
2024-01-10 15:51:23,,-0.1,0.1,-0.1,-103
2024-01-10 19:36:21,3.3,-0.1,0,-0.1,-104
2024-01-11 11:21:12,,-0.1,0.1,-0.1,-111
2024-01-11 13:06:11,3.3,-0.1,0.1,-0.1,-109
2024-01-11 13:36:11,3.3,-0.1,0.1,-0.1,-108
2024-01-11 15:36:10,3.3,-0.1,0.1,-0.1,-108
2024-01-11 16:06:10,3.3,-0.1,0.1,-0.1,-111
2024-01-11 16:21:09,,-0.1,0.1,-0.1,-114
2024-01-11 17:36:09,3.3,-0.1,0.1,-0.1,-108
2024-01-11 18:51:08,,-0.1,0.1,-0.1,-107
2024-01-11 21:51:06,,0,0.1,0,-108
2024-01-11 23:36:05,3.3,-0.1,0.2,-0.1,-105
2024-01-12 00:06:05,3.3,0,0.1,0,-109
2024-01-12 00:21:05,,0,0.1,0,-107
2024-01-12 00:51:05,,0,0.1,0,-108
2024-01-12 01:51:04,,0,0,0,-108
2024-01-12 04:06:03,3.3,0,0.1,0,-108
2024-01-12 06:06:02,3.3,0.1,0,0.1,-106
2024-01-12 08:51:00,,0,0,0,-101
2024-01-12 09:21:00,,0,0.1,0,-114
2024-01-12 09:36:00,3.3,0.1,0,0.1,-107
2024-01-12 09:51:00,,0,0.1,0,-106
2024-01-12 10:36:00,3.3,0,0,0,-115
2024-01-12 11:05:59,3.3,0,0.1,0,-111
2024-01-12 11:20:59,,0,0.1,0,-120
2024-01-12 12:05:59,3.3,-0.1,0.1,-0.1,-110
2024-01-12 12:35:58,3.3,-0.1,0.1,-0.1,-111
2024-01-12 12:50:58,,-0.1,0.1,-0.1,-122
2024-01-12 13:05:58,3.3,-0.1,0.1,-0.1,-106
2024-01-12 13:50:58,,-0.1,0.1,-0.1,-109
2024-01-12 15:50:57,,-0.1,0,-0.1,-118
2024-01-12 16:05:56,3.3,-0.1,0.1,-0.1,-112
2024-01-12 17:20:56,,-0.1,0.1,-0.1,-118
2024-01-12 18:20:55,,-0.1,0.1,-0.1,-119
2024-01-12 18:35:55,3.3,-0.1,0.1,-0.1,-118
2024-01-12 19:35:54,3.3,-0.1,0.1,-0.1,-118
2024-01-12 20:05:54,3.3,0,0.1,0,-118
2024-01-12 20:35:54,3.3,-0.1,0,-0.1,-117
2024-01-12 21:35:53,3.3,-0.1,0,-0.1,-112
2024-01-12 21:50:53,,-0.1,0.1,-0.1,-112
2024-01-12 22:05:53,3.3,-0.1,0.2,-0.1,-112
2024-01-12 22:35:53,3.3,-0.1,0.1,-0.1,-109
2024-01-13 00:35:52,3.3,-0.1,0.1,-0.1,-108
2024-01-13 00:50:51,,-0.2,0,-0.2,-111
2024-01-13 01:20:51,,-0.1,0.1,-0.1,-115
2024-01-13 01:35:51,3.3,-0.1,0,-0.1,-108
2024-01-13 01:50:51,,-0.1,0.1,-0.1,-109
2024-01-13 03:05:50,3.3,-0.1,0,-0.1,-110
2024-01-13 03:35:50,3.3,-0.1,0.1,-0.1,-107
2024-01-13 03:50:50,,-0.2,0.1,-0.2,-109
2024-01-13 04:05:50,3.3,-0.1,0.1,-0.1,-108
2024-01-13 04:20:49,,-0.2,0.1,-0.2,-116
2024-01-13 04:50:49,,-0.2,0,-0.2,-115
2024-01-13 05:05:49,3.3,-0.1,0.1,-0.1,-109
2024-01-13 05:35:49,3.3,-0.2,0.2,-0.2,-111
2024-01-13 05:50:49,,-0.1,0.1,-0.1,-115
2024-01-13 06:35:48,3.3,-0.2,0.2,-0.2,-111
2024-01-13 06:50:48,,-0.2,0.1,-0.2,-120
2024-01-13 07:05:48,3.3,-0.2,0.1,-0.2,-113
2024-01-13 07:20:48,,-0.2,0.1,-0.2,-120
2024-01-13 07:35:47,3.3,-0.2,0.1,-0.2,-114
2024-01-13 07:50:47,,-0.1,0,-0.1,-114
